t,mx,my,mz
28.81706,-5.219722092361569e-05,0.000251604661108129,-0.0004427255355413103
28.82602,2.3869839484787703e-05,0.00019207303016038216,-0.0004737175190530807
28.83498,-5.301607285411628e-06,0.00018594018524969425,-0.00046563134183638644
28.852900000000005,-4.442080770697935e-05,0.0002067441376494985,-0.00045391688730821026
28.861860000000007,2.182404764843669e-05,0.0001482174525643328,-0.0004781618912208092
28.87082000000001,-1.1194837371794461e-05,0.00017822144119262844,-0.00045932079598420415
28.87978000000001,-3.346460465422197e-05,0.0001989521605984393,-0.00044331089337260884
28.897699999999983,1.8429403308033938e-05,0.00016838731681682292,-0.0004553067361260103
28.906659999999988,2.190920200377023e-05,0.00019490117389694755,-0.0004530082599834742
28.91561999999999,8.433430101467583e-06,0.00022115244909267574,-0.00043491419354285997
28.92457999999999,7.411332859718606e-05,0.00015426183110839325,-0.0004553131461945828
28.942469999999982,6.0202680918753054e-05,0.00017811139656644483,-0.0004251627182751545
28.951429999999988,4.807115600989546e-05,0.0002023173284955925,-0.0004125654326726183
28.96038999999999,0.00010902267492997964,0.0001321355177880154,-0.00042801922269916637
28.96934999999999,8.661580990749022e-05,0.00014403513632857087,-0.0004094816332228254
28.987269999999995,0.00011830208097389485,0.00010035408943703931,-0.0004128391318184529
28.99624,9.412375299253429e-05,0.0001337514877150669,-0.00041576534900417063
29.0052,7.177714645191532e-05,0.00016072782478049485,-0.00041436208689047446
29.014160000000004,4.760604925331513e-05,0.0001826996818308105,-0.000416403838457606
29.032080000000008,8.66320927338734e-05,0.00013626901225912758,-0.00044611412449991066
29.04104000000001,7.51570042697487e-05,0.00014603115148491071,-0.0004626363694902155
29.049980000000005,2.99941813897517e-05,0.00018463106483185556,-0.00045988751533069773
29.058940000000007,5.3464519233259844e-05,0.0001607189689702628,-0.00046766801945003205
29.07686000000001,-3.253669994227577e-06,0.00018229747170207054,-0.00046315686496074647
29.08582000000001,-2.4922947782824198e-05,0.0001931618174228672,-0.00046310062928956385
29.094779999999982,3.850186458879678e-05,0.00012853377337804743,-0.000483529456918577
29.103739999999988,7.286551637887813e-06,0.00014597029831940904,-0.0004717908237971585
29.12165999999999,3.9975733858657154e-05,0.00010607593589660439,-0.00047631629570889537
29.130619999999997,2.237145880365606e-05,0.0001439736518852905,-0.00046897980879499144
29.139579999999995,7.5939158750764984e-06,0.00017400238005810478,-0.00046021692497330975
29.14854,-2.5065479225779928e-08,0.00020452863404201807,-0.0004467009291859938
29.16646,5.446832480693097e-05,0.00016322265176849757,-0.00045694478784304165
29.175420000000003,5.9181303870240874e-05,0.00017869309596409315,-0.0004445299673865113
29.184380000000004,5.267130889557067e-05,0.00020487298545218832,-0.0004293026121966663
29.193340000000006,0.00011229594240422586,0.00013351084385946146,-0.00044399998272589235
29.21126000000001,8.330512694435312e-05,0.0001652150654967946,-0.00041873490628001743
29.22022000000001,0.00013590731133311722,9.328831786143515e-05,-0.0004276029325888785
29.229180000000014,0.00010402124878859618,0.00012438700149594757,-0.00041049499860834463
29.238139999999987,8.618048882403101e-05,0.00014579545882862169,-0.00040890555558186794
29.25605999999999,0.00011162214914598111,0.00010100356355659883,-0.00041674935003966056
29.265019999999996,9.277989776990138e-05,0.00013391133207861448,-0.00042840433269762977
29.273979999999995,7.294195738601766e-05,0.00016250793368571714,-0.0004452830096964453
29.28294,4.970014689381885e-05,0.00017542364888692734,-0.0004494571852912387
29.30086,8.81910644548108e-05,0.00011445374972227537,-0.0004710564372787981
29.30981,6.575994752272695e-05,0.00013491475529209645,-0.0004831270457186972
29.318780000000004,0.00011817218510323356,5.61849765974279e-05,-0.0004887889087467857
29.327730000000003,9.525582832338832e-05,6.331458606027802e-05,-0.0004857894477271811
29.345650000000006,6.065505956377322e-05,0.00010268876651726005,-0.0004881753603679672
29.354610000000008,0.00010647021354077633,2.6285584071666696e-05,-0.0004895395349741897
29.36357000000001,7.568559703451997e-05,6.59185156613048e-05,-0.0004818305914074768
29.37253000000001,6.01132694040845e-05,9.163014001722381e-05,-0.00047568207902556474
29.390449999999987,9.756374193855691e-05,5.1977197546921286e-05,-0.00047131225191444546
29.39940999999999,9.163377247194544e-05,8.527525028198918e-05,-0.0004730915157249601
29.40836999999999,7.93341111077313e-05,0.00011806049348660045,-0.0004594672952335638
29.417329999999996,0.00012516535494388762,4.10816731546687e-05,-0.0004606100729368004
29.43525,0.0001370847984336523,8.512732653139253e-05,-0.00045129861662691597
29.44421,0.00012713189623466935,0.0001161892040360687,-0.000445756310085266
29.45317,0.000173338812880536,3.273656741247724e-05,-0.00044410785051966653
29.46213,0.00015666110736183288,5.588742368101086e-05,-0.0004238517881647844
29.48005000000001,0.0001204710148528883,0.00010669362161060497,-0.0004214048548509075
29.489010000000007,0.00016228389723596753,3.141044441155375e-05,-0.000420027828599342
29.49797000000001,0.00014121313493281333,7.659266277805712e-05,-0.00042308226727930375
29.506969999999995,0.00011776326268718074,9.979963105796435e-05,-0.0004294216380699132
29.52489,0.00014337585684300413,5.2125690114408206e-05,-0.00044085635691876635
29.53385,0.00013308423268517335,7.30631522073422e-05,-0.0004581038311599951
29.542810000000003,0.00011303413924613685,9.106496138227034e-05,-0.0004684501839715196
29.551770000000005,0.00014496661082815106,2.9968406571733198e-05,-0.00046571980976789257
29.56969000000001,6.210596016473585e-05,0.0001209325433953043,-0.0004768223291687288
29.57865000000001,4.882945347224967e-05,0.0001380804501007059,-0.0004883126523396662
29.58761000000001,0.0001006421778722297,6.2182137567768e-05,-0.0004950995867001182
29.59657000000001,6.69800592156792e-05,8.304649213868556e-05,-0.0004817824886775486
29.61448999999999,2.5946757546858267e-05,0.00012975496159537602,-0.00047484094779258354
29.62344999999999,7.643090342465464e-05,6.113441844459084e-05,-0.00048408036395175015
29.632409999999997,6.3522984285411e-05,0.00010291223181525801,-0.0004812820291694026
29.641369999999995,4.625729099991584e-05,0.0001348351106202977,-0.00046483752883354527
29.65929,9.029322549301034e-05,9.732338773173584e-05,-0.00046838407423946063
29.66825,9.284569956005013e-05,0.00012997808230910373,-0.00046341412606092786
29.67721,8.196135745118864e-05,0.00015905114704005998,-0.00045035639607830623
29.686170000000004,0.00013343626645246262,8.434649517737656e-05,-0.0004575039801293496
29.704080000000005,0.00011324062933684405,0.00011980412694041808,-0.0004354536960576468
29.713040000000007,0.00010789591799432038,0.00014304871554693489,-0.0004308785154165607
29.72200000000001,0.00015476361089485066,6.669260733616173e-05,-0.0004333103843786368
29.73096000000001,0.00013461688201376896,9.479837596698378e-05,-0.0004183065059613918
29.74888000000001,0.00015433998658051496,5.489126666462625e-05,-0.0004180175839732323
29.757839999999987,0.00013219750497496828,9.155707422051247e-05,-0.00041866463396434257
29.76679999999999,0.00011500286058552977,0.00011912756356269669,-0.0004233651234613841
29.77575999999999,9.244445439906846e-05,0.00014674622197664126,-0.00043333118244456273
29.793679999999995,0.00012715969561354662,9.503178350625489e-05,-0.0004500334465356397
29.80264,0.00010960667007172843,0.00011201818735188036,-0.0004635443343967939
29.8116,7.885250566601749e-05,0.00013094594611174064,-0.0004710406913807115
29.82056,0.00012608429291937554,5.429143329526855e-05,-0.0004736837507648636
29.838480000000004,8.785001612567365e-05,8.163234344227468e-05,-0.0004885936844568372
29.84744000000001,0.00012866437116065404,3.0521109733847332e-06,-0.0004848018660127165
29.856400000000008,0.00010292833044736282,3.0105914666744862e-05,-0.0004877653509140699
29.86536000000001,8.265352923158485e-05,5.086955857888251e-05,-0.0004814679805826712
29.883280000000013,0.00010287665331637379,7.1534072981527565e-06,-0.0004818226205860786
29.892239999999987,8.74630891024273e-05,4.5684816397977296e-05,-0.00047860280683089404
29.90119999999999,7.800409478224659e-05,9.17707920190403e-05,-0.0004773132076486729
29.91015999999999,6.79978635530513e-05,0.00012523020086224385,-0.00046991080668798446
29.928079999999994,0.00011909708082608979,8.017167935336271e-05,-0.00046851601998234774
29.93704,0.00011187275396907939,0.0001109007586592085,-0.0004633271481386204
29.946,0.0001558798530893028,3.179425935267109e-05,-0.000462096820710649
29.95496,0.00016190902690441013,4.762486589274071e-05,-0.000453843618161285
29.972880000000004,0.00014199200256553553,0.00010474731612295563,-0.00043525356151329065
29.981840000000005,0.0001814104494166945,2.402367379712248e-05,-0.00042932715592167907
29.990800000000007,0.0001647142873411482,5.457184632981284e-05,-0.0004184743984653735
29.99976000000001,0.00014802709867939255,8.101724585893816e-05,-0.00040914417685508327
30.017680000000013,0.00016123038726122382,3.8643162970266015e-05,-0.00040537805380829443
30.02663000000001,0.00014079699101740003,7.493566476076861e-05,-0.0004197371237567787
