t,ang,ang_red
0.7924899999999866,-1.125100790991754,-0.003135950327494442
0.8821000000000083,0.4940755444730581,0.07967505611874386
0.9268999999999892,0.5086336198422453,0.12107593870761782
0.9716999999999985,0.5950412806614541,0.16247682129651794
1.0164900000000046,0.6567122650819706,0.20386846261698016
1.0612900000000138,0.3260413546458733,0.2452693452058804
1.106089999999995,1.1755317249203558,0.2830528389041585
1.1956900000000132,1.1672067870940308,0.352094886163819
1.240489999999994,1.0986259764593276,0.3781364248402872
1.2852900000000034,-1.038961828334196,0.3989064904060813
1.3300900000000129,0.6284495296003397,0.41415961384005
1.3748899999999935,0.7001554377575371,0.42360576387940135
1.4196799999999996,-0.6772700808285579,0.42342078778583464
1.4644700000000055,-1.4664463435796689,0.4167179226081514
1.5092600000000118,1.048285595679792,0.40506288498021875
1.554059999999993,-0.4152360949432078,0.3883551939145693
1.6436799999999891,-0.28955147295247263,0.34127222031471316
1.6884799999999984,0.6682249903210953,0.3100334923242148
1.7332700000000043,-0.3718055971998418,0.27483542811960676
1.7780600000000106,0.5930734675131469,0.23608083530280533
1.8228499999999883,-0.39367415245958504,0.19240696690456358
1.8676499999999976,-0.21992155829574586,0.1473074989177239
1.9124500000000069,0.4394450379597024,0.09889375040331644
1.9572799999999968,-0.2550480457336865,0.048933596116170756
2.046860000000009,-0.15543607644274682,-0.054909353063684246
2.0916599999999903,-0.08190185480753395,-0.1071480351034406
2.13646,0.3494486097688778,-0.15902849180116366
2.181279999999987,-0.14847599269243808,-0.21024926345151332
2.226069999999993,0.4170173217430349,-0.2602675272632534
2.270870000000002,0.49877821677496825,-0.30714838681096035
2.3156700000000114,-0.37841087782922767,-0.3517866427412929
2.3604699999999923,1.195834222674209,-0.3938242055541208
2.4052599999999984,0.555700304949638,-0.43278125987083255
2.4948599999999885,-0.4353250359211045,-0.5023424926621389
2.539659999999998,-1.3179471571252896,-0.5286955940508442
2.584460000000007,0.5921646771454613,-0.5499074930792697
2.629259999999988,0.5516018499971996,-0.5657049746896499
2.674059999999997,-0.191743646330741,-0.5714987147486743
2.7188600000000065,-1.3765892888227036,-0.5737742163830607
2.7636699999999905,-1.348049022018509,-0.5683745333743832
2.8084599999999966,-1.3317803157112076,-0.557296413915449
2.898050000000012,-1.3582329877926296,-0.5204104872097173
2.942859999999996,-1.3423596360395202,-0.4919651457146703
2.987650000000002,-1.3364560841543307,-0.4579199945338934
3.0324500000000114,0.5642320470507186,-0.4185771334941078
3.077239999999989,0.47843159195735036,-0.3745476882795634
3.122029999999995,0.8796905394515045,-0.3263874312867503
3.1668300000000045,1.1905467420594664,-0.2713398451242311
3.2116300000000138,1.2172829742344395,-0.21441852386472035
3.256460000000004,1.3757123654865158,-0.15586362811417434
3.3012600000000134,1.1962337036607087,-0.09688857026627977
3.390829999999994,1.2940705117046118,0.024426631554067886
3.4356300000000037,1.1788678148076444,0.0837233912572124
3.5700300000000027,1.3005892940425752,0.2572155157528674
3.614830000000012,1.2507474990691614,0.3098294984834595
3.659629999999993,1.2490732394155981,0.36238450780449843
3.7492300000000114,1.2458936431876728,0.46669146636810016
3.928419999999989,1.2415170738605275,0.6581571739975908
4.018020000000007,1.2426636594674447,0.74369696762998
4.107619999999997,1.2378792127679623,0.8180175006399376
4.152420000000006,1.2416445655014388,0.8454937533117358
4.242019999999997,1.2396390684724594,0.9043099498182995
4.286810000000003,1.2383150988364926,0.9268710552438342
4.376409999999993,1.2359936755659775,0.9632851696240556
4.466010000000011,1.2351527209922835,0.9911495161928411
4.5556100000000015,1.2153156491775747,1.0147660922398947
4.73481000000001,1.2209358960427277,1.0497915683797567
5.003600000000006,1.233536593839766,1.0881806704001586
5.54119,1.1869347540753554,1.1501694633814283
5.899589999999989,-0.17863207736261194,1.1854058252366886
6.213179999999994,1.2416304485591532,1.212377864755678
6.257980000000003,1.2423244268205385,1.2141569115629245
6.437180000000012,1.2380229706057864,1.2243294169357946
6.481979999999993,1.2357806445288624,1.2241139990818255
6.526780000000002,1.2353680413097745,1.2254054597395145
6.571580000000012,1.2378975159847467,1.2273205459662808
6.750779999999992,1.2270911759600134,1.2300988238533963
6.840370000000007,1.2304378096766486,1.2309272794884645
6.885169999999988,1.230194373486784,1.231112906262958
6.929969999999997,1.229551099659699,1.231290551632218
6.974770000000007,1.2304913822541304,1.2313315013970418
7.019569999999987,1.2297941141334539,1.2314243492437185
7.064369999999997,1.231895354457233,1.2314280584101522
7.109170000000006,1.230986805152117,1.2313795048076401
7.2883600000000115,1.2282267311234365,1.2310654575758475
7.333159999999992,1.226960784556807,1.2309587755170879
7.377960000000002,1.2268988123963853,1.2308428654242234
7.467559999999992,1.2354155777957772,1.2305834169083583
7.512360000000001,1.2279192215114167,1.2304259712374284
7.55716000000001,1.2356604431912723,1.2302434129702522
7.601959999999991,1.2367073523335372,1.23004818114195
7.69156000000001,1.2233340194828661,1.2296277655486063
7.736349999999987,1.2321408289526397,1.229398573879166
7.870749999999987,1.2354838648908353,1.228632862472577
7.915549999999996,1.2353459062860517,1.228314252497815
7.960350000000005,1.2354623743151274,1.2279887270008092
8.005149999999986,1.232930302036205,1.2276564237946552
8.049949999999995,1.2338675131906487,1.2273099145204989
8.139550000000014,1.2141513969426048,1.226573559395408
8.184349999999995,1.2339044490786877,1.2261788091626065
8.229150000000004,1.2171015819494406,1.2257793803652295
8.273950000000013,1.2193821777555311,1.225379295299628
8.318749999999994,1.2192467861720204,1.2249818549162623
8.36354,1.2305740687345328,1.2245879602380987
8.40834000000001,1.216181664223689,1.224198444455299
8.49794,1.2181729289432877,1.2234414958730366
8.542759999999987,1.2284097020477942,1.2230933408336342
8.587559999999996,1.2181155433861417,1.2227628709167602
8.632329999999996,1.2216060102275128,1.2224501926246207
8.677120000000002,1.2158772966953648,1.2221690868804531
8.721920000000011,1.2178777903649214,1.221905205277361
8.766719999999992,1.2198372403640776,1.2216590263337361
8.811520000000002,1.2193295456391602,1.2214245256571283
8.901119999999992,1.217445415586459,1.2209969792640571
8.990749999999991,1.2286418056095638,1.220600109477947
9.03555,1.2187513480403596,1.2204148158698338
9.08035000000001,1.2268880236681392,1.2202351566889162
9.12514999999999,1.2146786178629743,1.2200601677111647
9.16995,1.227205971420347,1.219889143403918
9.21475000000001,1.2208031462774769,1.2197229067093998
9.259530000000012,1.2249737422497193,1.219559771459228
9.304329999999991,1.2105065936994508,1.219397939179016
9.349130000000002,1.2193741900335988,1.219237391746512
9.43871999999999,1.2172361311138082,1.2189188421576918
9.48352,1.2145605640481478,1.218762191475632
9.528320000000008,1.2138555426939728,1.2186075486717227
9.573119999999989,1.2257116819102354,1.2184551463746993
9.617919999999998,1.2168784986705632,1.2183053370965435
9.662720000000007,1.2223491806088829,1.2181609889833132
9.707539999999996,1.2155864915613912,1.218020375642594
9.752340000000004,1.2181181987593668,1.217883690769594
9.797140000000011,1.215448391818207,1.2177514470499564
9.886740000000003,1.214609532187436,1.2174991772736095
9.931540000000012,1.2241744952818696,1.2173846320349662
9.976339999999992,1.2154714079637978,1.2172774584879191
10.02113,1.2122116144562842,1.2171783258696758
